character played,opponent char,ipm,win,length,openingPerKill,damagePerOpening,neutralWinRatio,openingConversionRate,ddCount,wdCount,lgCount,numGrabs
Fox,1,551,1,10792,3.5,33.8,0.4,0.7,85,24,10,8
Falco,1,430,0,2270,3,52.8,1,1,0,4,5,1
Falco,2,420,1,9576,5.5,19.6,0.5,0.7,14,13,8,5
Fox,1,618,1,11584,5.5,21.6,0.6,0.6,44,46,26,11
Fox,1,497,1,12518,6.3,16.9,0.5,0.3,41,25,7,6
Fox,0,94,0,5141,0,16.6,0,1,0,0,1,0
Marth,2,480,1,9291,5.3,17.6,0.4,0.6,15,9,1,12
Jigglypuff,3,406,0,11867,21,11.5,0.5,0.2,1,12,9,3
Fox,3,575,0,4637,0,11.8,0.4,0.3,36,19,2,2
Fox,2,576,0,10287,7.7,17,0.5,0.5,37,10,7,8
Falco,0,543,0,11290,7.3,18.6,0.5,0.5,24,32,8,3
Fox,1,542,0,7575,4.3,22,0.4,0.5,67,19,9,5
Fox,1,112,0,9141,0,1.8,0.3,0.5,0,0,2,0
Falco,1,457,0,7016,5,14.6,0.6,0.4,11,7,2,3
Fox,0,423,1,7758,4,26,0.7,0.5,80,18,5,6
Falco,0,562,1,7991,5.8,17,0.7,0.5,28,23,11,2
Fox,0,496,1,10719,7.8,15.3,0.7,0.3,96,10,2,1
Falco,0,460,1,10230,5,19.1,0.6,0.5,25,14,5,5
Falco,0,368,1,10679,6.3,19.9,0.6,0.5,15,11,5,5
Fox,2,621,1,6176,3.3,28.7,0.8,0.6,41,20,5,5
Marth,0,378,0,5107,7,24.5,0.3,0.7,20,11,3,5
Jigglypuff,1,309,0,9106,9.5,13.3,0.5,0.2,0,3,3,1
Marth,0,428,1,9824,4.3,27.7,0.6,0.6,27,20,8,10
Falco,1,453,0,7839,6,19.3,0.4,0.4,14,13,3,1
Fox,0,421,0,13998,6.3,24.3,0.3,0.7,42,49,14,23
Falco,0,419,0,4578,9,13.7,0.6,0.4,11,6,3,2
Falco,1,435,0,9474,6,12,0.4,0.3,50,14,5,1
Fox,2,403,1,7660,4,21.8,0.6,0.6,26,15,3,9
Marth,1,441,0,5717,6,16.5,0.5,0.3,47,12,1,1
Falco,0,504,0,8264,9.5,16.4,0.7,0.6,12,8,7,5
Marth,0,395,1,6776,3,18.2,0.5,0.5,23,14,11,11
Fox,1,401,1,8016,3.5,31.5,0.8,0.7,29,10,10,8
Falco,0,499,1,5029,2.8,31.2,0.8,0.6,13,12,2,2
Marth,1,274,1,11891,6,17.3,0.6,0.5,34,5,3,4
Falco,2,452,1,11665,5.5,24.2,0.5,0.7,43,20,3,0
Falco,1,461,1,10562,6,18.1,0.7,0.6,34,25,7,5
Falco,2,597,1,8962,4.5,25,0.6,0.7,41,33,4,7
Fox,0,482,1,9126,4,26,0.5,0.6,50,20,5,9
Falco,2,465,0,9508,9.5,15,0.5,0.5,8,13,1,1
Fox,0,446,0,12052,8.7,16.2,0.5,0.4,93,28,10,6
Falco,2,368,0,6151,10,10.3,0.4,0,12,6,2,0
Fox,1,447,1,8067,5,21.6,0.7,0.6,43,17,4,12
Jigglypuff,1,424,1,10107,5.8,17.6,0.5,0.5,1,17,7,5
Falco,0,452,1,6517,4.3,19.6,0.6,0.6,27,23,3,3
Falco,1,395,0,13455,9.3,19.6,0.6,0.5,59,10,16,2
Falco,1,604,1,7665,3.5,29.3,0.4,0.6,23,18,8,2
Marth,2,412,0,8398,4,33.9,0.1,0.7,34,5,2,11
Falco,0,528,1,9878,4.8,20.3,0.5,0.6,4,14,12,1
Fox,2,123,0,6668,9,10.8,0.1,0.6,0,0,1,0
Fox,2,390,0,5703,3,17.8,0.3,0.3,32,14,3,4
Marth,0,459,0,10186,9.5,15.1,0.5,0.4,40,31,9,7
Falco,2,530,1,11324,6.8,18.5,0.6,0.6,20,15,7,0
Falco,2,488,1,6936,3.3,28.4,0.4,0.7,9,12,5,7
Fox,0,426,0,10538,7,16.3,0.4,0.4,41,34,10,16
Fox,2,257,1,2981,0.5,4.5,0,0,3,3,0,0
Falco,0,599,0,12088,6.3,30.6,0.4,0.8,52,21,4,11
Marth,2,251,0,7093,12,21.3,0.6,0.5,1,3,4,5
Fox,0,493,0,9437,5,17.5,0.3,0.7,40,17,7,19
Falco,0,123,0,2982,0,4,0,0,0,0,1,0
Marth,0,550,1,5712,2.5,50.1,1,0.9,19,7,1,14
Marth,0,411,0,9141,6.3,20.1,0.3,0.5,25,20,18,11
Jigglypuff,0,501,0,10191,4.3,23.4,0.4,0.5,2,33,5,11
Marth,0,490,0,8120,10,17.3,0.1,0.7,11,15,6,11
Falco,2,420,0,5187,4.7,25,0.8,0.6,6,12,1,0
Falco,3,428,1,9729,5.5,19.5,0.6,0.5,11,9,2,5
Fox,2,402,0,12694,8.7,17.4,0.5,0.5,27,22,9,18
Falco,2,481,0,11863,8.3,13.4,0.5,0.5,17,7,3,5
Fox,3,519,0,9029,7.5,18.3,0.4,0.5,2,2,4,1
Falco,0,471,0,11648,7.7,21.8,0.5,0.6,6,14,5,2
Falco,0,468,0,8695,5.7,24.6,0.8,0.4,34,19,9,1
Falco,3,366,0,8238,4.3,26.8,0.4,0.4,16,6,2,2
Marth,0,412,1,11177,4.8,22,0.5,0.7,70,17,19,24
Marth,0,481,0,11716,6.7,21.8,0.4,0.6,52,36,7,16
Falco,1,510,0,9752,7,20.4,0.4,0.5,27,13,5,1
Marth,1,491,0,5814,11,18.6,0.6,0.6,9,16,8,5
Fox,0,510,1,7604,4,25.9,0.8,0.5,61,8,3,10
Fox,2,663,1,5332,3.3,21,0.6,0.8,82,31,16,0
Fox,3,533,1,5465,2.8,28,0.9,0.7,33,26,2,9
Marth,1,461,0,9353,8,17.2,0.6,0.5,15,24,3,13
Falco,2,404,0,8399,6,25.7,0.4,0.6,21,17,2,3
Jigglypuff,2,484,1,10099,4.8,20.7,0.5,0.6,3,10,6,7
Fox,1,460,0,8967,6,18.8,0.5,0.6,40,18,2,5
Falco,0,414,0,12036,9,16.7,0.7,0.4,37,11,9,8
Marth,1,434,1,8166,4.8,20.2,0.5,0.5,19,21,7,8
Falco,0,693,1,7276,2.5,48.2,0.7,0.8,12,64,7,0
Fox,1,358,0,9656,9,17,0.3,0.4,56,28,3,6
Fox,0,375,0,10014,7.5,17,0.5,0.5,26,13,5,11
Marth,2,353,1,10858,5,15.9,0.3,0.6,29,23,6,13
Falco,0,375,0,7574,6,11.2,0.1,0,19,4,11,0
Fox,1,459,1,6404,3.5,18.8,0.7,0.5,66,18,9,5
Fox,3,104,0,2314,0,14,0.1,0,0,0,0,0
Fox,0,501,1,6232,3,32.3,0.8,0.6,36,20,4,7
Marth,1,523,1,9293,4.5,21.4,0.5,0.5,18,24,7,8
Falco,0,277,0,11968,11,17.2,0.5,0.5,4,11,8,7
Falco,2,454,0,9479,4.7,28,0.3,0.8,25,13,6,0
Falco,2,444,1,7824,4.3,23.8,0.5,0.6,24,8,8,14
Fox,1,462,0,9140,12,18.8,0.3,0.7,29,15,4,7
Fox,1,465,0,12334,4,21.6,0.4,0.6,41,74,67,2
Falco,0,323,1,13816,5.5,22.7,0.5,0.5,38,27,6,1
Falco,3,567,0,10965,10,13.2,0.9,0.4,33,17,1,6
Marth,0,385,0,10303,6.7,23.5,0.5,0.6,46,17,5,10
Marth,0,339,0,11892,11.5,14.7,0.4,0.4,11,18,6,30
Fox,0,577,0,2962,0,16.5,0.5,0.8,27,7,2,4
Marth,2,512,1,4741,2,33.3,0.7,0.9,42,14,3,9
Falco,2,415,0,10250,5.3,20,0.5,0.4,15,18,7,1
Marth,0,324,0,11435,10.5,11,0.3,0.1,1,9,3,1
Fox,0,588,0,10595,6.3,22.7,0.4,0.5,71,46,8,20
Marth,2,332,0,9564,8.5,12.3,0.4,0.2,46,15,6,10
Fox,0,354,0,6269,11,18.4,0.4,0.5,10,4,5,8
Marth,2,536,1,9168,4.5,18.8,0.5,0.4,37,6,5,15
Marth,2,422,1,11587,7.3,16.4,0.6,0.3,58,29,11,22
Falco,2,494,0,6803,6.5,11.8,0.3,0.3,20,7,5,2
Fox,0,379,1,11792,4.8,24,0.5,0.7,48,9,9,20
Jigglypuff,1,426,0,4979,4.5,20.5,0.5,0.4,10,10,8,2
Fox,1,456,1,11558,7,17.3,0.7,0.5,44,34,15,4
Falco,1,372,0,8571,6,15.4,0.4,0.5,20,12,1,6
Falco,0,416,1,5665,3,27,0.5,0.8,5,15,1,3
Fox,1,515,0,7649,5,29,0.5,0.6,57,17,5,4
Fox,0,457,0,5247,0,13.3,0.4,0.4,26,7,3,3
Falco,1,553,1,9694,5.5,20.7,0.8,0.8,25,17,4,6
Marth,0,375,0,13489,7.3,20.9,0.4,0.5,63,26,18,17
Falco,1,524,1,8025,5,22.4,0.7,0.6,12,12,8,0
Marth,0,502,1,7791,4,16.4,0.6,0.6,60,35,6,12
Marth,0,422,0,8210,5.3,23,0.5,0.7,37,18,12,6
Marth,1,304,1,10508,4,19.5,0.4,0.7,70,14,4,10
Fox,0,444,0,10409,5.3,19.8,0.5,0.6,46,16,3,15
Falco,2,383,0,10262,7,20.2,0.5,0.6,24,17,9,2
Falco,2,884,0,6031,10,14.1,0.6,0.6,31,158,3,1
Marth,0,110,0,4819,0,7,0.1,0,0,0,4,0
Fox,0,534,1,10849,4.3,29.7,0.5,0.7,67,22,7,22
Marth,1,376,1,12844,5.8,18.5,0.3,0.4,37,35,10,4
Marth,2,499,1,7206,4,21,0.5,0.8,31,22,9,17
Marth,1,359,0,8831,14,12.1,0.5,0.2,30,13,6,7
Falco,0,400,0,13684,10,17,0.4,0.5,10,8,10,1
Fox,0,576,0,8123,4.7,21.5,0.3,0.5,13,18,6,0
Fox,1,556,1,8651,4.5,23.2,0.6,0.7,55,29,8,6
Fox,1,453,0,12480,9,16.8,0.4,0.5,77,27,7,6
Jigglypuff,0,514,0,8415,7.5,13.9,0.6,0.3,3,9,5,5
Fox,1,557,1,11009,4.3,23.7,0.6,0.8,27,27,13,7
Fox,2,374,0,8770,7,13.3,0.4,0.3,12,11,7,0
Falco,3,491,1,9863,5.5,19.8,0.9,0.8,33,20,2,2
Marth,1,444,1,11542,5.3,18,0.5,0.5,35,27,18,10
Falco,0,460,1,10313,5,21.5,0.5,0.5,31,19,10,1
Falco,2,425,0,8684,6.3,21,0.5,0.4,4,14,5,0
Falco,0,542,0,1760,3,42.7,0.8,1,15,8,0,0
Fox,2,552,1,6198,3.5,17.1,0.4,0.5,5,13,5,6
Marth,0,421,0,8186,10,13,0.6,0.4,25,19,6,9
Marth,1,399,0,8259,4,25.2,0.5,0.4,90,13,9,7
Falco,1,521,0,8410,5.7,21.3,0.6,0.5,4,5,4,2
Marth,1,334,0,9244,6.5,18,0.5,0.4,16,0,5,1
Falco,1,354,1,10689,6.5,17.3,0.5,0.5,16,12,3,4
Falco,0,453,1,14206,6.8,20.6,0.5,0.6,63,18,11,1
Jigglypuff,1,405,0,10771,9.5,15.6,0.4,0.5,5,3,3,4
Falco,1,382,0,6448,0,6.6,0.2,0,0,1,1,2
Marth,2,426,1,9613,5.5,20.8,0.6,0.6,27,23,9,5
Falco,1,428,1,11277,5.8,19.7,0.6,0.4,18,17,8,4
Fox,0,548,1,10297,4.8,26.6,0.6,0.8,11,15,9,11
Falco,0,547,1,10646,6.8,19.7,0.6,0.7,33,20,14,3
Falco,1,487,1,9718,4.8,24.7,0.7,0.8,13,2,7,1
Fox,2,529,1,12593,7.5,15.9,0.7,0.4,59,20,5,8
Fox,1,441,0,9834,4.7,29.6,0.5,0.6,54,16,10,6
Marth,0,361,0,8636,15,19.6,0.5,0.5,33,10,7,8
Fox,2,434,0,9828,16,12.5,0.4,0.2,40,12,7,1
Jigglypuff,1,569,0,3145,2.7,40.5,0.7,1,7,10,2,0
Falco,0,404,1,7378,4.3,21.9,0.5,0.5,4,4,3,8
Falco,1,476,0,13411,8.3,19,0.5,0.5,62,28,10,5
Marth,3,611,1,7983,3.8,20,0.7,0.4,77,86,1,9
Fox,0,401,0,7449,6,19.9,0.5,0.4,9,11,7,11
Marth,1,403,1,9010,3.3,29.3,0.5,0.9,29,34,13,9
Fox,3,585,1,10147,4.5,21.5,0.5,0.7,47,12,5,14
Fox,1,502,0,10013,7,16.6,0.4,0.4,104,17,2,11
Marth,0,392,0,12153,8.3,20.8,0.5,0.5,61,33,3,16
Fox,2,513,0,9403,11.5,12,0.4,0.2,28,37,10,1
Falco,1,531,0,4059,0,13,0.3,0.3,4,0,0,0
Fox,0,528,0,8481,5.7,16.3,0.7,0.6,22,17,9,12
Fox,1,488,1,9800,4,22.9,0.5,0.7,55,8,6,7
Fox,1,515,1,9154,3.8,25,0.6,0.7,13,5,1,6
Jigglypuff,2,538,0,16818,11,14.8,0.2,0.2,4,100,11,7
Falco,1,433,0,5243,9,20.4,0.6,0.8,2,2,5,3
Falco,1,524,0,6655,12,15.3,0.3,0.7,30,11,2,0
Fox,1,416,0,9431,14,16.4,0.3,0.4,18,16,10,4
Jigglypuff,0,551,0,3628,1.4,41.4,0.9,0.7,1,27,2,2
Marth,1,387,0,15252,8.3,21.9,0.7,0.6,69,29,19,10
Marth,0,380,0,9359,13,14.6,0.5,0.4,76,20,4,13
Fox,1,549,1,8333,4.3,24.8,0.6,0.6,32,35,6,5
Fox,2,568,1,13882,6,22.1,0.5,0.5,64,58,3,24
Fox,0,498,0,7953,7.5,13.4,0.5,0.4,19,12,4,2
Falco,2,471,1,10934,5.5,20.5,0.4,0.6,30,14,3,0
Falco,0,508,0,7504,8,20,0.4,0.6,30,11,5,4
Falco,2,560,0,8421,16,15.6,0.6,0.5,8,11,4,2
Fox,1,402,1,12074,4.8,20.8,0.5,0.5,47,19,9,8
Falco,1,610,1,10636,6.3,19.5,0.8,0.6,31,20,10,4
Falco,0,484,1,12152,5.3,23.9,0.6,0.6,21,20,13,9
Falco,0,464,0,9575,9,18.3,0.4,0.6,24,11,3,2
Falco,1,460,0,7318,5,20.8,0.6,0.5,32,13,6,0
Fox,0,480,0,8493,4,30.9,0.3,0.8,26,12,3,9
Fox,0,469,1,10097,6,15.6,0.6,0.4,43,30,7,1
Marth,2,325,0,8883,6.5,16,0.3,0.5,33,23,5,4
Falco,0,589,0,11218,13.5,11.8,0.6,0.3,40,31,6,1
Fox,0,337,1,12937,5,19.6,0.6,0.7,99,25,8,15
Falco,0,544,0,12730,7.3,17.4,0.5,0.4,61,18,8,3
Fox,3,74,0,5150,4,11.3,0.5,0.4,0,0,0,0
Marth,0,324,0,6556,6,10.3,0.4,0.2,3,2,3,2
Marth,0,382,0,11978,9,16.2,0.5,0.6,34,55,12,23
Marth,0,527,0,5862,11,14.8,0.4,0.3,7,29,3,5
Fox,3,524,0,8185,4.7,20.7,0.5,0.6,10,9,12,2
Falco,0,441,1,8316,4.8,17.7,0.5,0.4,9,5,7,4
Fox,2,548,1,9250,4.5,22.5,0.8,0.5,13,33,11,8
Jigglypuff,3,538,0,15674,14.5,12.8,0.5,0.4,21,12,12,6
Fox,0,485,0,4619,3,26.5,0.7,0.8,19,7,4,8
Marth,0,504,0,12192,6.7,21.4,0.5,0.4,27,29,10,16
Fox,0,448,0,10430,6.7,22.1,0.6,0.5,93,36,1,10
Marth,0,467,0,11879,4.7,36.9,0.4,0.8,40,19,14,19
Marth,2,394,0,9680,5.3,22.6,0.4,0.6,26,12,6,9
Falco,0,402,0,11622,10,14.2,0.4,0.5,27,16,4,4
Fox,1,519,1,9556,4.3,19.3,0.5,0.5,86,22,4,3
Fox,1,462,0,10747,7,21.9,0.5,0.6,70,19,16,11
Fox,2,434,1,9378,4.8,15,0.4,0.4,57,46,4,9
Falco,0,385,1,7864,3.5,35.4,0.6,0.6,15,11,4,4
Fox,2,460,0,7468,6.3,10.7,0.5,0.3,40,31,2,11
Fox,0,501,1,6742,2.8,27.3,0.5,0.8,10,11,12,2
Marth,2,304,0,7679,5.5,12.9,0.2,0.3,13,8,9,2
Fox,2,460,0,11849,5.7,18.2,0.4,0.5,35,5,5,9
Fox,2,576,0,3939,0,9.1,0.2,0,2,1,0,0
Fox,0,400,0,9799,6.3,19.2,0.5,0.5,59,20,5,18
Marth,0,385,0,10664,6,22.5,0.4,0.6,37,20,9,23
Falco,2,484,1,9318,4.3,27.1,0.4,0.6,34,11,5,1
Jigglypuff,0,404,1,8469,3.8,27.8,0.6,0.6,14,17,9,15
Falco,0,452,0,9170,9.5,17.6,0.6,0.6,20,18,9,5
Fox,2,534,1,9233,5,19.9,0.5,0.5,46,15,4,2
Falco,0,436,0,8887,10.5,15.5,0.6,0.3,20,4,5,2
Falco,1,443,0,9581,5.7,23.6,0.5,0.6,25,9,7,0
Fox,2,480,0,10587,9,18.7,0.6,0.4,69,16,10,4
Falco,2,456,1,9769,4.8,28.9,0.6,0.6,11,19,9,2
Fox,0,382,0,3685,6,14,0.3,0.3,22,4,4,6
Marth,2,430,1,10758,5.8,19.7,0.6,0.6,43,17,4,13
Falco,0,484,0,7534,7,14.3,0.5,0.5,8,7,5,3
Fox,0,572,0,9759,6,17.6,0.5,0.6,72,20,12,8
Falco,1,468,0,10499,6.7,20.6,0.4,0.7,34,17,6,0
Falco,1,456,1,13525,6.8,17.6,0.6,0.7,53,26,10,3
Fox,0,531,1,7236,4,28.6,0.6,0.6,44,10,9,10
Fox,0,532,1,7288,4.5,22,0.6,0.6,66,14,6,15
Falco,3,532,0,12648,12,15.7,0.6,0.5,32,6,10,1
Marth,1,461,0,7458,14,18.2,0.4,0.7,18,30,7,6
Falco,0,432,0,7541,6.5,18.8,0.4,0.5,7,7,0,1
Fox,0,131,0,5928,6,7,0.2,0.7,0,0,3,0
Falco,1,495,1,8824,6,18.3,0.6,0.6,53,33,5,5
Marth,2,301,1,8210,3.8,14.2,0.4,0.5,31,7,22,4
Fox,0,492,1,10550,5,21.6,0.5,0.6,88,24,12,18
Fox,0,441,0,7303,4,18.1,0.3,0.6,48,17,3,8
Falco,1,387,1,10045,4,34.5,0.6,0.8,21,13,7,1
Fox,1,558,0,7197,9,19.6,0.2,0.4,43,10,1,4
Marth,0,496,0,5733,4,9.8,0.2,0.3,30,23,8,3
Fox,3,107,0,3914,0,4,0.1,0,0,0,0,0
Fox,0,693,1,2927,1.5,33.2,0.8,1,9,7,2,2
Fox,2,737,1,5677,2.5,32.7,1,0.9,46,10,8,1
Fox,0,474,1,10922,4,23.9,0.6,0.6,25,23,8,13
Fox,1,426,0,9061,9,21.5,0.6,0.4,20,18,8,8
Fox,1,444,0,6873,5.5,24.5,0.6,0.5,27,22,6,3
Falco,0,453,0,9561,11,18.4,0.5,0.5,11,36,4,1
Fox,0,584,1,8724,4,17.4,0.4,0.6,60,19,10,9
Fox,0,689,0,7200,5.7,17.5,0.7,0.5,26,6,8,5
Fox,0,513,0,9855,4.7,27.4,0.5,0.7,18,12,15,14
Falco,1,366,0,11768,9.5,19.3,0.5,0.5,25,14,5,0
Fox,0,556,0,11574,6,21.8,0.5,0.7,36,18,15,15
Jigglypuff,1,522,0,12198,7.5,17.7,0.4,0.2,69,16,4,2
Falco,2,426,0,6359,3.3,11.3,0.3,0.1,8,12,4,0
Fox,2,358,0,10524,7,13,0.7,0.3,56,11,1,15
Marth,0,351,0,12773,8,17.7,0.4,0.5,25,14,8,8
Marth,0,523,1,11854,7,18.9,0.6,0.5,66,34,14,14
Fox,2,535,1,11492,5.8,17.9,0.4,0.4,63,19,12,14
Falco,1,497,1,9953,6,18.4,0.7,0.5,17,12,6,4
Falco,1,456,1,8705,5.5,18.5,0.8,0.5,17,4,1,0
Falco,0,452,0,7097,17,11.5,0.5,0.4,27,7,5,1
Marth,0,513,0,7090,15,14.4,0.5,0.5,17,23,4,14
Falco,0,451,0,7272,9.5,9.8,0.7,0.3,21,22,0,5
Falco,0,134,0,2332,0,15.2,0.9,0.7,0,0,0,0
Marth,3,482,1,4693,2,44.1,0.9,0.9,3,30,8,0
Marth,2,437,1,9668,4.3,22.6,0.4,0.5,19,32,10,5
Fox,1,469,1,11465,5.8,22.4,0.6,0.6,90,17,9,3
Falco,0,545,1,7568,3.8,25.2,0.6,0.5,33,13,8,2
Fox,1,606,1,9043,5,19.2,0.8,0.6,110,30,5,10
Fox,1,518,0,15305,9,15.2,0.5,0.4,62,23,14,15
Falco,0,495,0,7829,6.7,18,0.7,0.6,18,12,7,2
Fox,2,410,0,6490,9,27.2,0.4,0.6,63,23,4,9
Fox,0,608,1,8257,4,23.5,0.6,0.6,65,35,8,10
Jigglypuff,0,542,0,11867,4.7,21.5,0.5,0.4,8,9,5,11
Marth,2,385,1,9022,4.8,23.7,0.6,0.6,19,13,7,21
Falco,2,587,0,9883,9,19.4,0.4,0.6,11,8,5,6
Marth,0,460,0,7761,11,15.8,0.3,0.5,24,15,2,6
Falco,2,585,1,7306,4.3,26.4,0.9,0.6,35,12,9,2
Falco,1,343,1,10505,6.5,13.7,0.6,0.3,6,18,4,4
Falco,1,423,0,4526,0,19.7,0.7,0.7,24,7,1,0
Fox,2,552,1,8934,4.5,23.9,0.6,0.4,82,20,11,2
Fox,0,561,0,11192,9.5,19.4,0.5,0.5,37,15,10,10
Fox,2,467,1,10399,5.3,19.6,0.5,0.5,30,16,15,7
Fox,1,518,1,8321,4.5,20.9,0.5,0.6,17,26,7,4
Falco,2,453,1,13039,7.5,18.2,0.5,0.6,30,8,7,5
Falco,0,515,1,10765,7,14.4,0.6,0.3,20,25,3,2
Fox,0,548,1,7510,3,30.9,0.4,0.9,61,37,7,10
Fox,0,376,0,5865,3,22.9,0.2,0.7,14,8,17,7
Fox,0,542,0,13441,7.7,19.9,0.5,0.4,41,36,16,14
Falco,0,443,1,9878,5.3,23.6,0.5,0.6,21,17,10,5
Marth,1,361,1,6648,3,26.1,0.6,0.6,7,6,3,3
Fox,0,567,0,7288,7,16.8,0.5,0.5,43,11,4,7
Fox,3,563,0,2681,3.5,20.6,1,0.7,20,22,0,3
Falco,2,445,1,7525,3.8,31.7,0.8,0.8,20,15,5,4
Falco,1,377,0,6180,15,9.6,0.7,0.3,15,8,2,0
Falco,0,353,0,7758,0,14.8,0.4,0.5,8,1,4,0
Fox,0,409,0,8525,7,18.4,0.2,0.5,33,12,5,5
Falco,0,535,1,5195,2.3,53.5,1,0.7,6,15,2,2
Jigglypuff,3,213,0,13308,12,12.7,0.5,0.2,0,0,6,3
Falco,0,480,0,4778,2.7,22.7,0.4,0.5,10,3,1,1
Falco,1,422,1,17125,9,16.6,0.5,0.6,89,15,17,7
Falco,0,504,0,11725,7,22.6,0.5,0.6,17,15,8,3
Falco,2,439,1,12211,5.3,25.2,0.5,0.6,28,11,4,1
Falco,0,440,0,7480,15,17.4,0.3,0.5,4,3,4,5
Falco,1,597,1,9407,5.3,21.1,0.8,0.7,14,19,4,1
Fox,0,546,1,8061,3.8,26.7,0.7,0.5,27,33,14,6
Falco,0,552,0,8878,5.3,19.3,0.5,0.5,0,21,5,1
Marth,1,287,1,14297,4.8,17.8,0.4,0.5,33,25,43,7
Fox,2,397,0,10843,6.5,17.2,0.3,0.4,53,47,10,10
Marth,1,281,0,4385,4.5,10.5,0.5,0.2,10,9,1,7
Fox,0,497,0,7533,4.3,14.2,0.4,0.5,72,44,6,11
Jigglypuff,2,589,0,11282,6.7,15.3,0.5,0.5,3,49,0,6
Fox,2,559,1,9581,6.8,18.3,0.7,0.6,81,40,13,4
Falco,0,314,0,9638,9,15.6,0.4,0.3,13,8,7,0
Marth,2,396,1,10314,2.8,18.2,0.3,0.5,37,22,6,13
Falco,0,432,0,10241,8.5,20,0.5,0.5,16,31,7,0
Fox,1,576,1,7516,3.3,28.3,0.4,0.8,15,24,10,8
Falco,1,555,0,11523,13.5,13,0.5,0.4,28,21,4,0
Marth,0,401,0,6045,11,15,0.4,0.4,15,8,4,7
Marth,2,350,1,12438,5.8,21.7,0.4,0.5,25,19,12,17
Fox,0,788,0,4722,3.3,35.6,0.8,0.8,86,52,3,3
Falco,2,501,0,7488,4.7,24.2,0.5,0.7,26,3,2,2
Falco,0,387,0,7607,12,14.9,0.4,0.6,4,6,2,5
Fox,3,340,0,7227,13,11.9,0.4,0.4,55,6,11,5
Marth,1,318,1,10154,6.5,15.4,0.6,0.5,36,21,7,13
Fox,1,444,1,10983,5.8,15.7,0.5,0.5,51,34,3,2
Marth,0,510,0,10308,9,17.7,0.8,0.6,64,33,8,18
Fox,1,572,1,8051,4,19.1,0.5,0.6,41,28,4,1
Fox,0,548,0,10411,6.3,26.2,0.6,0.6,100,24,10,13
Fox,0,409,0,6741,3.5,9.9,0.1,0.1,42,3,6,5
Fox,2,488,0,6846,3.7,25,0.3,0.6,29,19,4,4
Falco,3,426,0,11570,12,14.2,0.7,0.5,27,39,8,1
Jigglypuff,0,491,1,4447,2.3,31.4,0.7,0.7,6,3,2,1
Falco,2,569,1,12108,4.8,28.8,0.4,0.8,15,20,6,3
Jigglypuff,1,426,0,14289,7,17.4,0.5,0.5,13,16,5,6
Fox,2,435,1,6679,3.5,27.7,0.7,0.5,8,6,5,11
Falco,2,481,0,10124,4.3,36,0.4,0.9,6,15,5,5
Fox,1,539,1,10860,4,26.1,0.7,0.4,125,34,15,10
Falco,1,483,0,8909,6.3,23.3,0.8,0.7,8,6,6,2
Falco,0,538,0,8207,4.3,28,0.6,0.6,17,22,5,3
Fox,0,512,1,8098,3.5,19.8,0.5,0.5,19,46,15,3
Fox,0,375,1,11932,5,18.3,0.5,0.6,32,47,5,9
Marth,0,333,1,8889,3.3,24.5,0.6,0.8,16,22,4,26
Jigglypuff,1,389,0,1823,0,14.8,0.3,0.3,0,2,0,2
Falco,0,480,1,8478,4.3,20.7,0.6,0.5,41,20,5,1
Jigglypuff,1,469,1,15153,7.3,16.2,0.6,0.6,14,14,20,8
Marth,2,440,1,10890,6.3,18,0.5,0.5,54,21,10,19
Falco,1,458,1,13001,8.3,15.4,0.6,0.5,25,22,9,2
Marth,0,558,1,4830,1.3,69.6,1,1,30,10,3,23
Falco,1,551,1,11967,4.3,32,0.6,0.7,32,26,10,5
Fox,2,611,1,8386,5,24.2,0.7,0.7,40,29,7,13
Falco,0,551,1,6045,2.3,60.9,1,0.9,1,4,1,3
Marth,1,359,1,7284,2.8,23.3,0.6,0.8,3,0,3,0
Fox,0,502,0,9885,5.7,24.9,0.3,0.6,74,19,15,8
Falco,0,193,0,2445,1,74.4,0.2,1,8,4,3,0
Falco,1,336,0,7125,5.7,18.6,0.6,0.6,31,8,0,1
Falco,1,554,1,8840,5.5,20,0.8,0.6,20,10,4,5
Marth,0,491,1,11448,5.3,21.8,0.6,0.7,62,55,4,9
Falco,1,543,0,7226,6,20,0.7,0.7,34,16,11,0
Falco,1,464,0,9895,8,17.3,0.5,0.4,22,8,5,1
Falco,1,675,1,8237,3.8,24.2,0.6,0.7,69,9,7,0
Fox,2,418,0,12120,9,15,0.5,0.4,44,6,10,9
Falco,2,486,0,10111,5.3,23.6,0.3,0.7,27,20,2,0
Falco,1,478,0,9127,9,15.9,0.5,0.6,40,8,5,3
Fox,0,520,0,10590,16,14.3,0.3,0.3,62,17,8,3
Fox,0,543,1,10369,5,28.4,0.7,0.7,80,48,12,13
Fox,0,503,0,11362,6.3,20.8,0.5,0.4,43,36,13,9
Fox,2,466,1,9921,4.5,17.9,0.3,0.5,31,17,3,5
Fox,0,488,1,9379,4.5,24.9,0.4,0.6,77,16,6,11
Marth,0,486,0,10034,5.7,19.2,0.5,0.5,17,26,8,11
Fox,1,487,1,7527,3.8,17.1,0.6,0.5,29,21,4,0
Falco,2,429,1,8110,4.5,19.5,0.4,0.7,4,9,7,2
Fox,1,553,1,13645,5,23.3,0.6,0.8,82,59,8,8
Fox,1,375,0,10405,5,22.9,0.3,0.5,78,24,5,8
