character played,opponent char,ipm,win,length,openingPerKill,damagePerOpening,neutralWinRatio,openingConversionRate,ddCount,wdCount,lgCount,numGrabs
Falco,0,540,1,11844,4.8,21.5,0.5,0.5,26,33,9,7
Fox,1,471,0,9745,8.5,11.6,0.3,0.3,35,26,4,4
Falco,0,483,0,9649,8,21.1,0.6,0.6,21,19,2,7
Fox,1,573,1,10447,5.3,17.8,0.5,0.4,65,36,10,7
Marth,2,368,1,13187,6.3,17.6,0.4,0.5,33,39,2,16
Falco,1,453,0,7682,6.5,19,0.4,0.6,3,12,1,0
Fox,1,526,0,37013,0,1.5,0.8,0.7,123,202,74,7
Fox,0,501,0,3535,0,11.9,0.7,0.3,13,20,2,4
Jigglypuff,0,586,0,11944,8,19.5,0.4,0.6,9,8,6,5
Fox,1,538,1,7821,3.3,22.3,0.5,0.6,26,19,3,8
Fox,2,545,1,9097,5,24.5,0.6,0.6,51,20,4,4
Fox,0,367,0,9865,5.7,14.5,0.6,0.4,19,14,12,9
Fox,2,489,0,11462,9.7,18.4,0.6,0.4,69,21,9,9
Fox,1,375,1,10554,3.3,23.3,0.3,0.6,74,17,9,4
Falco,0,420,0,9229,6,19.8,0.4,0.6,7,6,8,2
Marth,2,414,1,14295,7,19.4,0.6,0.5,53,37,24,19
Falco,2,369,1,8632,3.8,21,0.4,0.7,20,11,6,5
Fox,0,450,0,8592,7,12.6,0.5,0.4,2,22,4,10
Fox,1,414,1,8457,4.3,22.8,0.5,0.6,48,17,5,0
Falco,0,463,0,7633,7,25.1,0.4,0.6,16,10,6,1
Marth,0,463,1,15459,6.3,22.2,0.5,0.7,65,62,8,23
Falco,0,492,0,13647,9,20.7,0.5,0.6,33,13,9,6
Marth,1,304,0,5309,6,21.5,0.4,0.5,32,7,6,1
Fox,2,580,0,7572,9,17.4,0.5,0.7,12,10,15,4
Falco,2,340,0,6726,13,17.1,0.5,0.4,0,1,14,1
Fox,2,403,0,8757,6.5,21.2,0.5,0.3,37,9,7,1
Falco,1,634,1,10801,6.5,17.9,0.7,0.7,19,23,8,6
Fox,0,477,1,10351,5.3,24.7,0.5,0.6,49,14,5,10
Marth,2,373,0,6258,2.3,31.6,0.1,0.9,22,13,2,8
Falco,0,418,0,9243,5.7,20.1,0.3,0.7,13,10,5,0
Marth,2,354,0,9164,6.3,16,0.5,0.4,37,15,11,11
Fox,0,460,0,8295,13,20.6,0.3,0.7,29,15,9,11
Falco,2,562,0,10635,7.3,17.7,0.5,0.6,11,13,4,17
Falco,1,516,1,12654,7.3,18.6,0.6,0.5,26,22,3,6
Falco,1,503,1,8564,5.3,23.1,0.6,0.7,20,16,6,2
Falco,2,439,0,11700,11,15.8,0.2,0.5,13,14,5,7
Fox,3,488,1,9290,4.3,23.5,0.7,0.8,25,14,1,6
Falco,2,395,1,7873,3.8,20.6,0.3,0.6,34,8,3,1
Marth,0,88,0,39033,0,2,0.4,0.5,0,0,23,0
Fox,1,449,1,9047,3.8,15.5,0.5,0.7,45,14,11,10
Falco,2,520,0,10611,6.7,18.3,0.5,0.6,33,24,9,3
Jigglypuff,1,492,1,10632,5.5,18.8,0.8,0.5,6,21,9,5
Fox,2,507,1,5374,3,11.3,0.4,0.2,41,15,2,1
Marth,0,432,0,10166,8,20.3,0.3,0.5,33,30,12,8
Marth,2,308,0,10981,6.7,17.7,0.5,0.4,26,7,10,9
Fox,1,398,0,10946,8,15.1,0.6,0.4,55,39,5,4
Falco,0,517,1,6559,3,32.4,0.6,0.8,19,12,6,6
Fox,1,558,0,11573,6.3,25.4,0.5,0.6,26,33,19,13
Fox,2,537,0,5152,0,11.8,0.1,0.3,8,4,2,1
Fox,1,533,1,9456,3.5,33.3,0.5,0.8,63,22,7,7
Marth,3,375,1,12700,5.5,22.8,0.6,0.6,19,7,1,9
Fox,1,372,1,12868,5.8,14.8,0.6,0.5,9,11,17,1
Falco,1,316,0,6457,16,15,0.4,0.4,13,18,3,0
Fox,1,557,0,5914,4.5,21.5,0.4,0.7,30,40,2,2
Marth,2,254,1,10514,4.5,19.9,0.6,0.7,49,19,11,13
Marth,1,322,0,1827,0,16.1,0.3,0.3,10,2,6,1
Fox,0,130,0,7846,2.5,8.8,0,0.2,0,0,3,0
Marth,0,417,0,10666,6.3,16.7,0.6,0.4,27,6,9,23
Falco,0,513,0,8391,8,25.1,0.5,0.5,43,11,6,4
Marth,2,469,1,8442,3.8,30.6,0.7,0.5,34,8,8,11
Marth,1,402,0,14806,8.3,19.2,0.5,0.4,34,54,12,8
Fox,1,489,1,9025,4.8,20.9,0.6,0.6,39,21,4,4
Fox,0,399,0,9913,9,16.4,0.5,0.4,47,56,16,8
Marth,1,296,0,8088,8.5,16.4,0.3,0.4,49,22,2,10
Fox,0,417,1,8905,4.5,23.8,0.6,0.4,38,19,6,9
Fox,0,528,0,7286,6.5,18.5,0.6,0.5,29,19,7,11
Marth,1,236,1,12154,4.3,22.9,0.4,0.6,17,19,10,3
Fox,3,509,1,5477,2.5,33.7,0.8,1,11,28,5,1
Marth,2,468,1,9167,5.8,19.4,0.6,0.5,51,21,11,17
Falco,1,525,1,10796,5.5,22.8,0.7,0.5,29,15,3,1
Fox,0,490,0,11652,6.3,20,0.4,0.5,92,21,14,9
Falco,0,116,0,6022,0,,0,,0,0,2,0
Falco,2,399,1,8315,3.8,21.2,0.5,0.6,9,7,10,2
Marth,0,301,0,10739,9,18.8,0.5,0.5,37,14,6,12
Falco,0,469,0,11638,7.7,24.2,0.5,0.6,38,8,1,1
Falco,1,231,0,13712,11,15.5,0.4,0.5,4,3,1,3
Falco,1,357,0,9596,7,21.9,0.5,0.7,16,11,8,3
Fox,0,388,0,8906,18,11.9,0.5,0.3,40,42,1,3
Falco,1,405,1,10350,6.3,18,0.5,0.6,22,22,2,0
Falco,0,474,0,13532,10,19.5,0.5,0.6,21,23,2,6
Fox,2,512,1,7283,3.5,27.7,0.6,0.7,65,16,9,10
Fox,0,563,1,7570,3.3,25,0.4,0.8,50,34,11,9
Marth,1,405,1,6756,4.3,15.5,0.6,0.5,45,14,14,19
Falco,1,485,0,10313,11,12.1,0.5,0.5,4,9,0,4
Fox,1,387,0,9894,7.3,18,0.4,0.5,15,28,3,0
Falco,0,407,0,6932,5,22.5,0.4,0.6,8,9,2,3
Falco,0,493,1,10168,6.5,20.5,0.8,0.6,43,27,5,8
Marth,2,291,0,9069,10.5,11.7,0.6,0.2,16,13,0,12
Fox,1,599,1,6483,3.3,33.4,0.7,0.7,76,22,6,7
Falco,1,338,1,9025,5.8,21.3,0.7,0.4,25,7,6,3
Falco,2,451,0,6109,10,12.8,0.4,0.4,6,5,2,0
Fox,0,541,1,10928,5.3,24.7,0.5,0.7,45,30,10,8
Falco,0,494,0,14134,11.5,17.4,0.4,0.5,44,26,8,2
Falco,2,454,0,11484,6.7,26.3,0.4,0.7,34,17,4,4
Falco,3,425,0,11128,7.3,19.6,0.7,0.5,43,12,2,4
Fox,2,556,1,8764,4.8,21.8,0.9,0.6,32,20,4,6
Falco,0,489,0,9519,6.3,21.7,0.5,0.6,28,19,7,3
Fox,0,459,0,9164,8.5,17.8,0.5,0.5,28,9,11,8
Fox,3,510,1,10799,4.8,19.1,0.4,0.5,107,28,15,9
Fox,1,500,1,9663,3.5,30.2,0.4,0.7,18,5,7,4
Fox,2,110,0,4613,4,11.7,0,0.3,0,0,1,0
Marth,1,457,0,9309,14,14.5,0.3,0.4,36,26,6,16
Marth,2,366,1,4332,2.3,19.3,0.3,0.6,8,10,2,3
Marth,2,499,1,11839,5.5,19.3,0.4,0.6,43,23,9,24
Fox,0,412,1,12178,5.8,18.7,0.5,0.5,33,34,14,9
Fox,0,413,1,15655,7,19,0.4,0.5,127,40,6,28
Marth,2,283,1,11574,3.5,29.5,0.3,0.7,47,28,13,21
Falco,1,435,0,8049,6.5,20.3,0.6,0.4,14,9,10,2
Falco,0,493,1,9813,4.3,22.7,0.5,0.5,19,23,8,3
Falco,0,439,1,11841,8.3,13.7,0.6,0.5,55,10,6,4
Marth,0,88,1,4817,1.3,7.7,0.3,0.2,0,0,1,0
Fox,2,403,1,9874,5,17.1,0.5,0.5,4,29,2,12
Fox,0,564,1,8215,3.8,25.5,0.5,0.5,61,34,16,7
Fox,1,568,1,6721,3.8,24.9,0.6,0.5,18,30,7,8
Fox,1,352,0,7092,11,15.4,0.4,0.5,20,4,4,5
Falco,2,445,1,6714,4.5,18.5,0.7,0.6,7,18,2,3
Fox,0,557,0,7486,14,15.1,0.5,0.5,9,2,0,11
Falco,1,565,0,8987,6.7,14.9,0.6,0.5,26,26,4,0
Fox,2,472,0,9936,12,14.7,0.3,0.4,56,19,13,9
Fox,0,572,1,11190,5.3,17.8,0.6,0.6,33,34,1,8
Fox,0,435,0,6969,6,17.3,0.6,0.6,14,11,2,2
Marth,3,334,0,7306,0,9.4,0.4,0.1,18,21,8,7
Fox,1,609,1,11509,4.8,23.7,0.6,0.6,59,61,8,2
Falco,0,448,0,12160,11.5,15.2,0.5,0.4,24,17,5,5
Falco,3,472,0,8030,6.5,18.6,0.5,0.4,7,6,3,0
Fox,1,493,1,7913,4.5,18.6,0.9,0.6,57,28,25,3
Fox,2,346,0,8962,5.3,16.8,0.4,0.3,14,3,4,10
Marth,2,408,1,9257,5.5,16.5,0.6,0.3,41,11,7,18
Jigglypuff,1,197,0,4024,3,7.4,0.2,1,0,0,1,0
Falco,0,436,0,7928,15,15.7,0.6,0.5,29,10,3,4
Falco,1,475,1,5594,3.3,24.3,0.6,0.5,50,11,5,0
Marth,0,586,0,6499,5,24.2,0.8,0.3,28,11,4,15
Fox,2,713,1,4471,2.5,36.8,0.9,0.6,54,22,2,3
Falco,2,565,1,6446,3.8,22.7,0.6,0.5,21,23,3,0
Falco,1,514,0,7789,8.5,13.9,0.5,0.5,24,13,4,3
Jigglypuff,1,438,1,6829,3.5,23.3,0.5,0.6,8,7,7,8
Falco,0,511,0,8079,4.7,17.7,0.6,0.5,10,13,8,0
Marth,1,355,1,6790,3.3,27.6,0.8,0.7,18,13,9,7
Marth,2,431,1,5943,3.8,21.7,0.5,0.6,12,9,5,7
Marth,0,328,0,11150,11,16.3,0.5,0.5,16,18,15,10
Fox,1,433,0,6012,7,14,0.5,0.4,23,10,4,3
Marth,0,407,0,9826,6.7,19.9,0.7,0.4,44,19,11,9
Fox,0,641,0,10729,5.3,21.8,0.4,0.5,35,36,13,19
Marth,2,528,0,4983,2.3,62.5,0.9,0.9,33,7,1,8
Fox,0,423,0,11283,7.7,16.4,0.5,0.5,58,27,2,4
Marth,0,392,1,10254,4.8,20.9,0.6,0.5,36,54,10,16
Marth,1,454,1,5193,2.8,21.5,0.5,0.5,33,17,6,3
Falco,0,473,0,10362,7,18.9,0.5,0.6,10,8,15,2
Falco,0,412,0,10341,6,20.1,0.1,0.4,6,10,3,3
Falco,1,539,0,2846,5,23.2,0.5,0.8,8,4,0,0
Fox,3,564,1,15043,4.3,21.7,0.5,0.4,271,39,9,11
Falco,0,415,0,7265,14,12,0.6,0.4,23,6,5,3
Fox,1,455,0,7864,13,11.9,0.4,0.5,36,29,5,1
Marth,0,509,1,10027,5.5,18.6,0.8,0.5,77,24,10,28
Jigglypuff,0,373,1,10627,6.5,12.8,0.6,0.2,17,12,4,9
Marth,1,645,1,11011,5,22.1,0.4,0.6,39,25,19,19
Falco,2,342,1,3479,0.5,15,0,0.5,3,2,5,0
Fox,2,413,1,12113,6.3,15.6,0.4,0.4,24,23,10,4
Falco,2,402,0,6563,5.3,21.2,0.7,0.6,11,20,12,3
Falco,0,566,1,8648,3.5,36.5,0.5,0.6,9,11,5,3
Falco,2,363,0,11527,11.5,16.8,0.5,0.5,0,5,7,5
Fox,0,349,0,7902,6.5,16.8,0.5,0.6,73,10,6,6
Fox,0,288,0,3544,0,11.4,0.3,0.3,12,1,2,2
Fox,0,442,1,7089,2.8,23.3,0.3,0.5,45,22,11,9
Fox,2,512,0,9132,14,18,0.4,0.5,20,29,6,4
Falco,0,627,0,13627,7.7,18.7,0.5,0.5,43,36,7,5
Marth,0,354,0,6290,6.5,21.1,0.7,0.8,22,10,1,13
Fox,2,509,0,4428,6,10.9,0.5,0.2,3,6,4,1
Marth,2,318,0,12079,7.7,12.4,0.3,0.3,11,5,14,20
Falco,1,506,0,11801,6.7,20.6,0.5,0.7,28,28,19,4
Falco,2,462,0,9355,9,20.4,0.5,0.7,9,10,2,2
Falco,0,462,1,12328,6,19.5,0.5,0.7,22,22,16,1
Falco,0,574,1,9489,4.3,26.8,0.4,0.6,12,7,4,4
Falco,3,379,0,7500,6,18.4,0.5,0.6,7,3,6,3
Marth,0,451,1,13538,7,21.5,0.7,0.5,115,63,8,18
Falco,0,443,1,10684,5.5,23.8,0.5,0.7,32,7,7,3
Fox,0,409,1,10878,4.8,22.1,0.5,0.6,73,23,14,13
Falco,1,397,1,12933,7.3,19.4,0.6,0.6,30,16,5,3
Fox,2,544,1,11561,5.5,16.9,0.6,0.5,58,14,3,6
Marth,0,432,1,8759,4,20.5,0.6,0.6,36,15,9,11
Falco,0,649,1,5644,3.3,31.3,0.9,0.7,44,33,2,0
Jigglypuff,0,635,1,12636,5.3,19.1,0.4,0.4,3,21,11,12
Fox,2,104,0,23143,0,3,0.2,0.2,0,0,2,0
Marth,2,560,1,9182,5.3,21.2,0.6,0.5,15,18,9,13
Marth,0,427,0,13209,8.7,17.2,0.5,0.4,45,30,15,25
Marth,0,476,0,11640,6.7,21.2,0.7,0.6,21,44,5,13
Falco,0,461,0,6867,8,19.1,0.6,0.4,7,15,5,2
Fox,0,445,0,7563,7.5,16,0.4,0.3,55,8,4,5
Fox,1,500,1,10744,6.3,16.9,0.6,0.4,28,51,5,12
Fox,2,483,1,10137,5,19.1,0.5,0.7,70,22,8,5
Falco,1,379,0,7058,12,15.4,0.3,0.3,2,6,1,0
Falco,1,509,0,9438,6.7,15.4,0.5,0.4,71,32,1,0
Falco,0,583,1,11887,6,21.2,0.7,0.7,38,48,5,2
Fox,0,496,0,10643,3.3,26.3,0.3,0.6,38,15,18,5
Fox,1,492,1,7937,3.8,29.9,0.6,0.8,56,19,2,9
Fox,0,635,1,5994,3.8,27.1,0.5,0.5,62,18,6,3
Fox,2,519,0,10082,6.7,15.6,0.5,0.5,25,25,4,1
Marth,1,506,1,4668,2.5,24.4,0.6,0.4,49,12,8,6
Jigglypuff,0,584,1,14472,5.5,18.2,0.5,0.4,13,38,15,6
Fox,2,512,1,5519,2,38.9,0.4,0.9,31,13,3,8
Falco,0,451,0,10888,7.3,16.3,0.6,0.4,10,30,9,3
Falco,2,503,1,7341,4.3,20.5,0.4,0.5,1,18,6,1
Falco,1,534,1,4245,2,41.9,1,1,12,11,1,2
Fox,0,539,1,10612,6.3,21.1,0.6,0.5,85,27,6,7
Falco,0,358,0,7420,15,11.3,0.6,0.3,25,12,4,2
Falco,0,438,1,8278,3.5,23.9,0.6,0.6,2,4,5,6
Jigglypuff,0,667,0,12464,10,15.4,0.3,0.1,23,54,6,4
Fox,1,418,1,11241,3.5,33.2,0.4,0.6,59,26,14,11
Falco,0,416,0,11064,10.5,12.7,0.4,0.4,23,25,3,5
Fox,0,513,0,7324,5.5,15.1,0.6,0.4,60,22,4,0
Jigglypuff,0,141,0,3620,0,,0,,0,0,0,0
Falco,1,507,0,9638,8.3,18.6,0.8,0.5,22,23,8,4
Fox,2,424,0,9568,5.5,24.5,0.3,0.5,37,11,7,4
Falco,0,136,0,3074,0,16,0,0,0,0,2,0
Fox,3,482,0,12432,7,23.1,0.5,0.5,18,13,5,4
Fox,0,374,1,13227,5.3,20.6,0.5,0.4,67,18,12,10
Fox,0,516,1,10585,6,18.8,0.5,0.5,110,27,11,5
Marth,0,382,0,7699,6,16.9,0.5,0.3,33,10,2,12
Falco,2,498,1,10602,6.3,18,0.5,0.5,31,15,7,3
Fox,2,125,0,10936,0,,0,,0,0,1,0
Marth,2,204,1,14680,9,15.2,0.5,0.4,6,1,5,1
Falco,2,518,0,10093,6.3,26.5,0.5,0.6,8,18,4,7
Falco,2,579,1,7234,3.8,30.3,0.3,0.7,16,9,4,4
Marth,0,578,1,5926,2.8,39.2,1,0.6,29,14,12,13
Fox,2,433,0,6166,4.7,21.6,0.3,0.5,30,10,3,5
Falco,0,425,0,8398,5.3,25.9,0.6,0.7,35,13,4,1
Fox,2,594,0,18274,0,1.8,0.9,0.7,91,67,20,4
Marth,1,304,1,8025,4.3,20.7,0.7,0.5,6,28,5,7
Marth,3,539,1,13261,5.5,22.1,0.5,0.6,104,68,5,16
Fox,3,412,0,7517,10,18.5,0.3,0.4,86,9,6,2
Fox,2,520,1,8464,3.5,29.7,0.4,0.6,70,17,6,7
Fox,2,108,1,1988,0,,0,,0,0,0,0
Marth,1,362,0,10621,6,21.1,0.4,0.8,58,42,9,6
Fox,2,697,1,4449,2,46.1,1,1,43,24,1,4
Fox,3,542,1,14557,5.8,17.4,0.5,0.4,87,30,8,2
Falco,1,437,0,9447,6.7,19.7,0.6,0.6,16,1,6,0
Falco,2,509,0,8199,4.3,19.1,0.3,0.5,30,15,6,1
Falco,0,475,1,11687,5.3,24.2,0.5,0.6,32,7,7,6
Fox,0,338,0,11744,6,21.7,0.3,0.6,41,18,11,5
Falco,3,357,0,9509,10.5,17.5,0.8,0.4,4,6,38,3
Fox,2,415,0,8583,7.5,20.1,0.5,0.4,46,13,6,7
Marth,0,435,1,8929,3.3,23.7,0.6,0.8,63,19,6,16
Fox,3,332,0,2875,0,10.4,0.8,0.1,20,8,0,1
Fox,2,454,0,9024,7,13.7,0.4,0.5,26,9,7,3
Falco,0,548,1,7888,4.3,31.3,0.6,0.8,15,38,8,8
Fox,0,533,1,12049,5.8,17.9,0.6,0.4,74,46,17,8
Falco,0,132,0,12252,1.3,6.8,0.1,0,0,0,1,0
Marth,1,431,1,8558,3.5,27.2,0.5,0.7,24,26,8,13
Fox,0,395,0,10530,6.7,19.8,0.5,0.5,22,16,5,8
Falco,1,386,0,11717,6.3,21.7,0.5,0.6,15,20,10,3
Fox,2,414,1,7014,4,18.3,0.7,0.6,16,17,4,2
Falco,0,402,1,11783,6,22.6,0.5,0.5,11,15,3,6
Fox,3,509,1,8692,4.5,19.9,0.6,0.4,142,25,0,8
Marth,0,631,0,2722,2,38.5,1,0.8,19,14,2,6
Marth,0,335,1,4533,1.8,46.9,0.8,0.7,8,15,2,8
Marth,0,471,1,10468,5.5,19.7,0.6,0.5,83,30,11,11
Fox,0,533,1,6732,2.8,24.1,0.5,0.8,68,19,5,2
Marth,2,332,0,10030,5.7,20,0.4,0.5,38,17,14,7
Fox,1,442,1,12026,5,19.9,0.6,0.6,85,83,9,13
Fox,1,519,0,13390,9,10.3,0.5,0.3,136,56,6,9
Falco,3,446,0,9901,6,17.6,0.5,0.6,32,7,10,0
Falco,0,448,1,8291,5.3,16,0.5,0.4,29,17,7,4
Falco,0,412,0,10152,15,13.7,0.2,0.3,0,11,3,3
Marth,0,413,0,7997,10,17.7,0.4,0.7,28,28,8,9
Marth,0,468,1,12591,5.8,21.4,0.5,0.5,27,28,15,16
Fox,2,505,0,9480,6.5,30.8,0.4,0.7,18,24,15,5
Fox,0,467,0,8554,14,22.7,0.4,0.6,35,7,7,9
Falco,0,491,1,9282,4,25.7,0.4,0.8,2,15,2,1
Falco,0,504,0,7476,8,19.2,0.1,0.8,16,14,2,2
Jigglypuff,1,501,0,12195,8.5,16.2,0.4,0.3,17,19,5,5
Fox,1,355,0,7180,11,20.5,0.6,0.5,26,5,4,5
Falco,0,464,1,9187,5.8,17.1,0.6,0.6,29,8,3,0
Fox,1,493,1,7045,3.5,25.1,0.7,0.8,46,11,6,4
Fox,0,458,0,5540,3,18.3,0.3,0.7,23,10,13,3
Fox,1,372,0,9224,17,10.6,0.5,0.3,95,30,4,5
Fox,2,482,1,14904,6.8,16.6,0.5,0.5,73,39,11,9
Jigglypuff,1,415,0,8694,12,16,0.5,0.3,25,4,9,4
Fox,2,724,1,8617,5,21.2,0.6,0.7,58,14,5,5
Marth,2,416,0,10316,5,25.1,0.5,0.4,15,3,4,15
Marth,1,323,0,5342,8,19.3,0.6,0.5,7,12,7,6
Fox,1,473,1,12868,4.5,20.8,0.5,0.5,83,28,10,6
Fox,0,420,1,12881,6.5,18.5,0.5,0.4,68,33,6,20
Marth,0,479,1,11532,6.8,16.3,0.5,0.6,29,35,5,18
Falco,2,172,0,28800,11.5,15.6,0.4,0.6,0,0,9,11
Fox,2,468,0,9834,6.7,23.2,0.6,0.7,36,33,8,7
Fox,0,538,1,11063,5,26.5,0.7,0.7,54,13,10,7
Fox,0,523,1,8314,4.3,21.3,0.5,0.8,37,25,7,6
Fox,0,419,1,9792,3.8,26.5,0.5,0.7,64,24,11,12
Fox,2,574,0,9057,8.5,17.8,0.5,0.4,88,29,6,2
Fox,2,492,1,11321,5.3,21.4,0.5,0.4,56,13,8,10
Falco,0,589,1,6479,4.3,22.6,0.5,0.5,9,22,7,0
Falco,0,513,1,9546,5,25.4,0.7,0.7,27,16,6,5
Fox,0,400,0,14261,9,14.8,0.4,0.5,65,39,11,13
Fox,2,569,1,5183,2.3,21.7,0.4,0.8,8,7,5,6
Falco,1,550,0,6659,9,18.7,0.3,0.8,12,7,2,1
Fox,1,461,0,9641,1.3,16.5,0.5,0.5,47,57,9,0
Fox,2,484,0,4855,0,0.3,0.8,0.5,2,16,6,4
Fox,2,471,1,7124,3.5,28.2,0.6,0.6,34,15,8,9
Fox,0,541,0,7646,5,26.1,0.8,0.6,51,26,10,5
Falco,1,460,0,13097,9.5,23.8,0.7,0.6,42,9,9,3
Fox,2,555,1,9092,5,19.5,0.6,0.5,78,37,9,7
Fox,0,113,0,6610,6.5,8,0.2,0.2,0,0,0,0
Falco,1,322,1,10966,5.5,13.1,0.6,0.3,10,13,6,6
Fox,3,539,1,6071,3.3,26.5,1,0.8,54,16,1,4
Falco,0,348,1,10263,4.8,18.2,0.5,0.5,4,24,9,4
Falco,1,433,1,9457,4.3,26.5,0.7,0.7,10,3,9,0
Jigglypuff,0,134,0,7041,3,11.6,0.3,0.8,0,0,1,0
Fox,1,433,0,6433,9,16.1,0.5,0.4,30,12,7,2
Fox,1,500,0,11397,0,8.3,0.9,0.5,88,53,34,11
Falco,0,413,1,10549,6.3,16.1,0.6,0.4,63,21,6,5
Falco,0,531,0,8825,6,17.4,0.5,0.6,26,10,6,3
Fox,0,466,1,9971,4.8,24.2,0.6,0.6,47,11,2,7
Fox,0,390,0,2159,1.3,43.2,0.8,0.8,16,14,2,1
Jigglypuff,1,526,1,10488,5.5,16.9,0.6,0.4,4,14,10,6
Marth,0,543,0,10187,11,22.1,0.3,0.5,9,18,12,1
Falco,2,466,1,13863,7,18.2,0.6,0.6,25,5,5,11
Falco,1,510,1,11861,5.5,21.4,0.5,0.6,47,43,5,0
Fox,2,521,1,7493,2.8,26.5,0.4,0.5,31,38,8,3
Jigglypuff,3,625,0,11731,6.7,18.2,0.3,0.5,16,35,10,7
Falco,1,511,0,4869,0,7.9,0.5,0.4,48,14,0,2
Falco,2,450,0,10078,8,20.5,0.3,0.6,9,5,13,8
Fox,2,396,1,11492,6.3,18.8,0.6,0.4,46,16,5,4
Fox,3,450,0,6249,4.5,22.3,0.7,0.4,32,10,1,3
Jigglypuff,0,476,1,8463,4.3,21.1,0.6,0.4,1,15,3,9
Fox,2,434,1,8054,4.8,25.2,0.7,0.5,80,15,2,8
Marth,1,334,0,9985,16,12.2,0.4,0.4,26,23,3,12
Fox,2,437,1,10163,4.5,23.9,0.5,0.6,68,16,10,11
Jigglypuff,0,304,0,8168,6,22.8,0.4,0.6,1,4,2,25
Marth,0,389,1,5721,2.3,15,0.4,0.4,28,11,4,9
Fox,1,503,1,9940,5.8,23,0.7,0.6,58,28,6,2
Fox,2,427,0,9850,8.5,17.8,0.5,0.5,25,16,3,8
Fox,0,431,0,2859,0,10.5,0.9,0.3,40,18,0,5
Marth,0,482,1,12558,6.3,24.1,0.6,0.5,63,24,16,14
Falco,1,492,0,6625,5.5,25.5,0.4,0.7,7,18,3,0
Marth,2,267,0,9423,4.7,18.9,0.4,0.4,2,6,21,9
Falco,0,458,0,11561,8.7,17.4,0.5,0.5,12,25,9,2
Marth,1,396,1,6555,3.8,22.7,0.8,0.5,27,15,8,10
Fox,0,432,0,11209,8,15.4,0.3,0.5,24,22,9,15
Fox,2,477,1,7505,3.8,22.7,0.7,0.6,34,23,8,5
Falco,0,519,1,9228,5.5,24.3,0.7,0.6,59,15,7,3
Fox,0,538,0,5411,5.5,21.2,0.6,0.5,36,27,7,8
Fox,1,489,1,8008,4.3,23.6,0.6,0.6,33,12,5,3
Falco,2,497,1,13338,6.8,20.1,0.5,0.7,13,18,9,7
Jigglypuff,0,496,1,8572,4,15.4,0.6,0.3,9,23,4,6
Fox,0,402,1,8264,3.8,22.1,0.6,0.5,28,11,13,11
Fox,0,591,1,6151,2.5,31.4,0.5,0.7,11,13,6,8
Fox,1,541,1,9404,5.3,15.1,0.7,0.3,68,38,8,4
Fox,0,397,0,9003,15,16.3,0.5,0.4,50,18,9,10
Jigglypuff,1,751,1,12415,5.3,18.9,0.5,0.4,5,51,18,14
Falco,0,82,0,1937,0,11.7,0.2,1,0,0,0,0
Fox,2,494,1,10002,3.3,27.1,0.4,0.9,38,22,9,8
Falco,0,507,0,11455,8.3,16.9,0.5,0.6,19,12,14,1
Falco,2,402,0,11105,7,16.5,0.4,0.4,2,10,5,3
Falco,1,318,0,13071,9.3,15.3,0.5,0.4,7,29,9,3
Marth,2,284,1,9307,4,15.9,0.5,0.5,39,14,4,5
Jigglypuff,0,425,0,2751,3,42.4,0.8,1,4,15,0,2
Fox,2,499,1,11048,6.8,17.3,0.6,0.4,44,16,7,7
Fox,0,575,1,10304,4.5,26.2,0.7,0.7,47,19,5,13
Fox,0,498,0,11421,11,13.5,0.4,0.3,34,25,8,8
Falco,0,495,1,6589,3.5,21.9,0.5,0.4,25,15,3,3
Falco,0,582,0,10407,6.3,15,0.4,0.4,14,26,10,1
Falco,0,331,0,7099,8,11.8,0.6,0.4,20,6,5,2
Fox,1,487,1,7952,3.5,28.3,0.7,0.7,42,49,12,8
Falco,1,509,1,13390,5.5,24.9,0.6,0.5,58,21,5,2
Marth,2,322,0,9993,5.7,13.2,0.3,0.3,17,13,11,12
Falco,2,402,0,10910,7.7,18.6,0.5,0.6,44,14,6,2
Fox,0,517,1,7572,4.3,20.2,0.7,0.6,50,11,2,5
Marth,3,377,0,12980,10,20.5,0.6,0.4,112,42,6,1
Marth,0,487,1,10614,4.5,29.6,0.6,0.8,65,27,9,22
Fox,2,516,0,9679,6.3,18.9,0.5,0.5,26,31,2,15
Falco,0,499,1,7143,4,27.6,0.9,0.6,23,18,1,8
Falco,2,473,0,10986,7,15.8,0.4,0.8,19,18,10,4
Falco,1,408,1,7809,3.8,29.3,0.8,0.8,14,5,2,0
Falco,2,556,1,8872,4.3,20.3,0.6,0.6,26,18,1,1
Falco,0,433,0,11489,7.7,19.4,0.7,0.6,21,2,6,3
Marth,1,458,0,12520,7,24,0.6,0.6,47,21,14,13
Fox,2,428,0,8868,8,14.5,0.4,0.3,40,3,5,7
Fox,1,516,1,8954,4.5,21.6,0.5,0.5,18,37,4,10
Falco,1,454,0,9814,9.5,15.9,0.5,0.5,5,8,10,3
Marth,0,427,0,10560,11,19.8,0.4,0.5,19,31,6,10
Fox,1,543,0,11216,5.7,23.5,0.6,0.6,26,12,10,4
Fox,0,98,1,7847,2.5,9.5,0.3,0.5,0,0,3,0
Falco,0,625,0,11493,7.3,15.2,0.5,0.5,17,35,9,6
Fox,0,632,0,10546,6.7,18,0.5,0.6,38,14,5,16
Falco,2,551,1,8436,3.3,33.7,0.5,0.8,16,11,4,1
